Observation Time,X,Y,Z
2025-2-24 21:20:0,-35047204.67535579,-44136355.766716935,-21663934.451216653
2025-2-24 21:21:0,-17672262.66828509,-22080412.84203463,-11027506.808545548
2025-2-24 21:21:0,-8984791.34371895,-11052440.51646205,-5709293.014165364
2025-2-24 21:22:0,-4641057.236668411,-5538455.998951219,-3050187.025299087
2025-2-24 21:22:0,-2469189.5099191098,-2781463.04909905,-1720633.1273673996
2025-2-24 21:23:0,-1383254.8544319002,-1402966.2125965876,-1055855.0763740316
2025-2-24 21:23:0,-840289.1582208304,-713719.418336801,-723468.2145848162
2025-2-24 21:24:0,-568804.6560680894,-369093.5331454796,-557273.6693192348
2025-2-24 21:24:0,-433062.12312060874,-196780.7356919569,-474175.93649881706
2025-2-24 21:25:0,-365190.67571288627,-110624.62452780429,-432626.7917677015
2025-2-24 21:25:0,-389559.930585864,-31494.697520352638,-535927.1428204998
2025-2-24 21:26:0,-369883.7277856646,-11628.458957560098,-519777.92457643896
2025-2-24 21:26:0,-360046.80288344156,-1696.8414270428184,-511703.76006982476
2025-2-24 21:27:0,-355125.04661327135,3271.774775162601,-507664.08283687383
2025-2-24 21:27:0,-352665.42708609905,5754.609999604785,-505645.0259993449
2025-2-24 21:28:0,-351433.68862667214,6997.921902030968,-504634.6438071206
2025-2-24 21:28:0,-350819.24780641776,7618.406115971768,-504130.237347506
2025-2-24 21:29:0,-350512.2931337273,7927.8255610245105,-503878.3071262017
2025-2-24 21:29:0,-350360.35739725735,8082.642955146992,-503753.8496237919
2025-2-24 21:30:0,-350280.0892548626,8162.47141595211,-503687.28493963927
2025-2-24 21:30:0,-350245.1229004739,8197.60627666887,-503657.79818414897
2025-2-24 21:31:0,-350226.0287886774,8217.724490352237,-503642.96396718174
2025-2-24 21:31:0,-350215.1006533718,8229.129380487168,-503634.5421839282
2025-2-24 21:32:0,-350209.49144528713,8234.464920275175,-503630.23338306695
2025-2-24 21:32:0,-350208.1296160845,8235.762165956461,-503628.6749966815
2025-2-24 21:33:0,-350207.4111206485,8236.31556594398,-503627.8794930056
2025-2-24 21:33:0,-350206.8513187459,8236.890696779155,-503627.449319385
2025-2-24 21:34:0,-350206.0935314512,8237.852750629449,-503626.99928773195
2025-2-24 21:34:0,-350204.0615456728,8238.403048940265,-503624.83832824975
2025-2-24 21:35:0,-350206.1184310084,8237.247072950267,-503626.5778047368
2025-2-24 21:35:0,-350205.8109615324,8238.191903256142,-503627.1126837209
2025-2-24 21:36:0,-350206.81759886723,8237.459673807287,-503627.63321947306
2025-2-24 21:36:0,-350205.8531114785,8238.700443923735,-503627.2788072005
2025-2-24 21:37:0,-350204.32320440095,8240.094857462012,-503625.8002956882
2025-2-24 21:37:0,-350206.9322398035,8237.188556276524,-503627.2456504479
2025-2-24 21:38:0,-350204.04723811056,8239.169043399655,-503625.39007212967
2025-2-24 21:38:0,-350203.92192976456,8238.847638979816,-503624.7928152904
2025-2-24 21:39:0,-350205.2234585611,8239.1143680143,-503626.4826687798
2025-2-24 21:39:0,-350206.674734029,8237.082221187913,-503627.1332238838
2025-2-24 21:40:0,-350206.455140288,8236.988192513847,-503626.35447301716
2025-2-24 21:40:0,-350205.47499034833,8238.209635593259,-503625.9820094928
2025-2-24 21:41:0,-350206.3028035676,8237.07394512769,-503626.5350942984
2025-2-24 21:41:0,-350205.51994734537,8237.913339711988,-503626.51093737036
2025-2-24 21:42:0,-350206.57921944093,8238.369939901197,-503627.4902731851
2025-2-24 21:42:0,-350204.5804171739,8239.636687465274,-503626.8520548716
2025-2-24 21:43:0,-350206.53427217435,8238.229125291371,-503628.21411504596
2025-2-24 21:43:0,-350206.46323801856,8238.197196446621,-503627.84785141796
2025-2-24 21:44:0,-350206.3441541074,8237.7912220734,-503627.4230355695
2025-2-24 21:44:0,-350206.4088242119,8237.035358146095,-503626.47246482223
2025-2-24 21:45:0,-350205.94449447,8238.359379485511,-503627.04937867075
2025-2-24 21:45:0,-350205.0744021153,8239.024682812655,-503626.1170187518
2025-2-24 21:46:0,-350204.52121816855,8240.092599936092,-503626.28479956836
2025-2-24 21:46:0,-350203.3784772111,8241.072207927966,-503625.58362639695
2025-2-24 21:47:0,-350206.595455396,8238.145958937966,-503627.75270002335
2025-2-24 21:47:0,-350206.63324429374,8238.226282738411,-503627.67247039825
2025-2-24 21:48:0,-350206.20519831683,8238.219804547989,-503627.52719511837
2025-2-24 21:48:0,-350205.86188973393,8238.366895608866,-503627.3573817536
2025-2-24 21:49:0,-350205.6019298462,8238.612936482095,-503627.31953231245
2025-2-24 21:49:0,-350205.05038737785,8238.71366633501,-503626.6352770552
2025-2-24 21:50:0,-350204.8038891582,8238.894160673284,-503626.12889444083
2025-2-24 21:50:0,-350205.11712535005,8239.298947379255,-503626.6625582203
2025-2-24 21:51:0,-350205.33956484776,8239.059672132396,-503627.04141107947
2025-2-24 21:51:0,-350206.1316252006,8237.447270155215,-503626.54671961814
2025-2-24 21:52:0,-350204.6227314761,8238.51445489403,-503626.193140395
2025-2-24 21:52:0,-350203.46374048945,8239.708939738834,-503625.38033702224
2025-2-24 21:53:0,-350205.0007451428,8238.590933881962,-503626.0239940658
2025-2-24 21:53:0,-350207.4529301254,8236.382583491766,-503627.62637937814
2025-2-24 21:54:0,-350205.01857310813,8238.759915948176,-503626.26808870584
2025-2-24 21:54:0,-350206.47262768727,8237.31438265022,-503627.18106941134
2025-2-24 21:55:0,-350204.97221309226,8238.385071158671,-503626.12013753504
2025-2-24 21:55:0,-350206.0039391285,8238.40001626339,-503627.03449555486
2025-2-24 21:56:0,-350205.9720789073,8237.998899229133,-503626.73260995
2025-2-24 21:56:0,-350205.79188054707,8237.55409049269,-503626.2435485497
2025-2-24 21:57:0,-350203.8439734122,8238.867246821785,-503625.3457630649
2025-2-24 21:57:0,-350205.4696427947,8237.871991001331,-503626.3269774094
2025-2-24 21:58:0,-350205.1053767903,8238.176373727882,-503625.72230219096
2025-2-24 21:58:0,-350206.04891555663,8238.604749940598,-503627.50690161437
2025-2-24 21:59:0,-350206.0140009513,8238.31835536685,-503627.2010765597
2025-2-24 21:59:0,-350204.5881418614,8239.347678907478,-503625.9539997354
2025-2-24 22:0:0,-350205.07573008817,8238.373811356985,-503625.9371006116
2025-2-24 22:0:0,-350205.5947736567,8238.275276541972,-503626.2782153711
2025-2-24 22:1:0,-350206.49286917876,8237.426634557807,-503626.85677751154
2025-2-24 22:1:0,-350205.7341247117,8238.119013384247,-503626.7287693098
2025-2-24 22:2:0,-350206.2614971092,8236.89487963941,-503626.718938224
2025-2-24 22:2:0,-350207.49659633916,8236.740467869007,-503627.7651392594
2025-2-24 22:3:0,-350205.48318105843,8238.217777632439,-503626.8858631179
2025-2-24 22:3:0,-350205.41063363757,8238.51158077296,-503626.45353283733
2025-2-24 22:4:0,-350206.4690048946,8238.035592600965,-503627.1730744913
2025-2-24 22:4:0,-350205.8914274601,8237.649759963417,-503626.32886413485
2025-2-24 22:5:0,-350204.4576652674,8239.111998327338,-503625.2380314395
2025-2-24 22:5:0,-350205.3594574882,8238.413758956158,-503626.0346883163
2025-2-24 22:6:0,-350205.072330839,8238.093519300484,-503625.5977456197
2025-2-24 22:6:0,-350206.6321550114,8236.931129791104,-503626.4608005807
2025-2-24 22:7:0,-350205.66100973915,8237.332490526402,-503625.85937988013
2025-2-24 22:7:0,-350205.46672688704,8238.109682597482,-503626.0900971517
2025-2-24 22:8:0,-350206.47988086846,8237.71969715532,-503627.30784707516
2025-2-24 22:8:0,-350206.1141154235,8237.608206078672,-503626.60850117356
2025-2-24 22:9:0,-350205.84481757786,8237.639145948255,-503626.37629102916
2025-2-24 22:9:0,-350207.15027606767,8236.314584158623,-503626.9078197703
2025-2-24 22:10:0,-350205.13003187533,8238.276617080235,-503626.1942711845
2025-2-24 22:10:0,-350207.09097070154,8236.317838669085,-503626.8202710524
2025-2-24 22:11:0,-350205.74514630716,8238.387282945478,-503626.42811941355
2025-2-24 22:11:0,-350207.4610502934,8236.559045501315,-503627.68621783704
2025-2-24 22:12:0,-350206.14613589924,8238.1538623425,-503626.9782570526
2025-2-24 22:12:0,-350204.5198407052,8239.702920280659,-503626.3400664553
2025-2-24 22:13:0,-350205.25421120133,8238.485345728957,-503626.41208747774
2025-2-24 22:13:0,-350206.5016242629,8238.139238506817,-503627.6071143523
2025-2-24 22:14:0,-350205.3713063067,8238.397035748028,-503626.416052483
2025-2-24 22:14:0,-350205.6230506813,8238.13156476643,-503626.6464722678
2025-2-24 22:15:0,-350205.71590305027,8238.44089818027,-503627.0690019801
2025-2-24 22:15:0,-350205.5778468279,8238.463708564901,-503626.37805027515
2025-2-24 22:16:0,-350205.30048096087,8238.64102420237,-503626.6034562811
2025-2-24 22:16:0,-350205.593198563,8238.544846467936,-503626.8889586106
2025-2-24 22:17:0,-350204.7007143153,8239.231780380273,-503625.6999454722
2025-2-24 22:17:0,-350204.0906245662,8239.12877519455,-503625.15967633575
2025-2-24 22:18:0,-350207.46398707386,8237.12801794734,-503627.5134822354
2025-2-24 22:18:0,-350204.42424425017,8239.053151719534,-503625.5440768674
2025-2-24 22:19:0,-350202.632370851,8240.230384521448,-503624.4196199402
2025-2-24 22:19:0,-350204.38173040655,8238.829112872743,-503625.373867698
2025-2-24 22:20:0,-350205.1892964272,8238.292825341487,-503626.11995319277
2025-2-24 22:20:0,-350206.0648115454,8237.306177906954,-503625.9982989505
2025-2-24 22:21:0,-350204.63548577484,8238.938198983931,-503625.94627749175
2025-2-24 22:21:0,-350204.4618444359,8238.938793026173,-503626.0324698761
2025-2-24 22:22:0,-350207.90387498494,8236.371314503514,-503627.06663746387
2025-2-24 22:22:0,-350207.9287306359,8235.656383492314,-503627.12902794033
2025-2-24 22:23:0,-350205.9709263621,8237.942724623048,-503626.6049994752
2025-2-24 22:23:0,-350206.5005675731,8237.779327877128,-503627.1901337877
2025-2-24 22:24:0,-350205.90597174596,8238.62856873896,-503627.45209843665
2025-2-24 22:24:0,-350208.2374109728,8236.857898377144,-503628.43116088957
2025-2-24 22:25:0,-350204.7886383487,8239.39607972678,-503626.2392337099
2025-2-24 22:25:0,-350205.470285858,8238.590344675147,-503626.7987776324
2025-2-24 22:26:0,-350206.5893353624,8238.16991504308,-503627.9500755295
2025-2-24 22:26:0,-350207.17649884056,8237.008513994777,-503627.16881952435
2025-2-24 22:27:0,-350207.1145506231,8237.088106230163,-503627.52397254854
2025-2-24 22:27:0,-350206.91436234396,8237.075263120496,-503627.16912504286
2025-2-24 22:28:0,-350204.2758727139,8239.305412024522,-503625.57758335024
2025-2-24 22:28:0,-350207.5450630626,8237.477552868688,-503628.13551621884
2025-2-24 22:29:0,-350207.9087339444,8236.894064151013,-503627.90221145004
2025-2-24 22:29:0,-350210.0147738261,8235.747283667588,-503629.5029415116
2025-2-24 22:30:0,-350208.31475768145,8236.396648168826,-503628.3086327985
2025-2-24 22:30:0,-350205.9680240033,8238.540836215281,-503627.3131358102
2025-2-24 22:31:0,-350207.04702082556,8238.056543700659,-503628.08275645226
2025-2-24 22:31:0,-350206.9246207392,8237.615770310425,-503627.9011583552
2025-2-24 22:32:0,-350206.53910099994,8237.572981223726,-503627.6256204918
2025-2-24 22:32:0,-350206.35409166943,8237.334749661648,-503626.665156506
2025-2-24 22:33:0,-350206.2907057656,8237.171143569314,-503626.90362446755
2025-2-24 22:33:0,-350205.63421846833,8237.896074235701,-503627.1878764406
2025-2-24 22:34:0,-350205.86052478757,8238.753119923436,-503627.20236123353
2025-2-24 22:34:0,-350206.8135408526,8238.026313536131,-503627.938632749
2025-2-24 22:35:0,-350208.3157109795,8236.244456723594,-503628.73635614663
2025-2-24 22:35:0,-350207.0554725332,8236.723669655883,-503626.7782301083
2025-2-24 22:36:0,-350207.10581425484,8237.034575909638,-503627.4015115425
2025-2-24 22:36:0,-350207.2501261784,8236.771784283483,-503627.4071860984
2025-2-24 22:37:0,-350205.5004656939,8238.794774614536,-503626.3988202289
2025-2-24 22:37:0,-350206.73264053,8237.096548609697,-503626.7532845661
2025-2-24 22:38:0,-350207.49909631815,8236.660607733094,-503627.6450180933
2025-2-24 22:38:0,-350206.5016151769,8238.44094220575,-503628.1134333238
2025-2-24 22:39:0,-350207.3727743095,8237.845689006412,-503628.83537676185
2025-2-24 22:39:0,-350206.6200424498,8238.360044911766,-503628.62208160013
2025-2-24 22:40:0,-350206.051463346,8238.150389924907,-503627.24250211567
2025-2-24 22:40:0,-350207.4059703788,8236.189808108174,-503626.76085776836
2025-2-24 22:41:0,-350208.38381044473,8236.67077136811,-503628.82833275944
2025-2-24 22:41:0,-350206.9991647592,8238.47274772104,-503628.4671185538
2025-2-24 22:42:0,-350206.3446377581,8238.045251213276,-503627.84469068795
2025-2-24 22:42:0,-350205.64775378536,8238.244197950029,-503626.8069994375
2025-2-24 22:43:0,-350206.89657949563,8237.920796193444,-503628.31036863476
2025-2-24 22:43:0,-350206.4314023731,8237.690263018274,-503627.1161951944
2025-2-24 22:44:0,-350205.79232635256,8237.657704614365,-503625.87391702086
2025-2-24 22:44:0,-350207.2601762479,8237.507778525614,-503627.74096716195
2025-2-24 22:45:0,-350204.55577706825,8239.500383965933,-503627.138485156
2025-2-24 22:45:0,-350203.9935318297,8239.608440690004,-503626.0959269777
2025-2-24 22:46:0,-350204.8055151133,8238.552589014434,-503626.26806715876
2025-2-24 22:46:0,-350205.4490636019,8237.558468751871,-503625.5343840942
2025-2-24 22:47:0,-350206.27551092114,8238.102219030523,-503627.3271525875
2025-2-24 22:47:0,-350204.74815014284,8239.148114539945,-503626.35011240095
2025-2-24 22:48:0,-350204.28815028723,8238.923840627336,-503625.7935029641
2025-2-24 22:48:0,-350202.6845359979,8241.021274999046,-503625.1642120853
2025-2-24 22:49:0,-350204.0465258723,8239.134693689906,-503625.3910708055
2025-2-24 22:49:0,-350203.22894308623,8239.825894139969,-503624.71955094486
2025-2-24 22:50:0,-350205.15265086945,8237.659690179193,-503625.67320706695
2025-2-24 22:50:0,-350205.79526282754,8237.338278584444,-503626.56775350124
2025-2-24 22:51:0,-350206.9658833286,8237.024598412478,-503627.2198042199
2025-2-24 22:51:0,-350206.90865474474,8236.858822979295,-503626.87126461416
2025-2-24 22:52:0,-350206.8643736942,8237.17887926873,-503627.5430592224
2025-2-24 22:52:0,-350206.7397484509,8237.660576068127,-503627.3520254567
2025-2-24 22:53:0,-350205.35009260755,8237.733574793005,-503625.28929337114
2025-2-24 22:53:0,-350204.19065125193,8239.333123706543,-503625.9045043364
2025-2-24 22:54:0,-350205.60013791826,8238.573951192462,-503626.9165218845
2025-2-24 22:54:0,-350205.78656712826,8238.746409215295,-503627.20064706355
2025-2-24 22:55:0,-350205.48077655863,8238.480156570935,-503626.8151632175
2025-2-24 22:55:0,-350206.6846925905,8236.941126778984,-503627.19935586303
2025-2-24 22:56:0,-350207.06385899615,8236.09832686957,-503627.05519967526
2025-2-24 22:56:0,-350208.6134480266,8236.119247973227,-503628.4746510759
2025-2-24 22:57:0,-350208.4412882356,8236.015497483575,-503628.17415922135
2025-2-24 22:57:0,-350205.2523895381,8238.189564660453,-503626.0611196384
2025-2-24 22:58:0,-350204.90094942134,8239.08212553736,-503626.42388220876
2025-2-24 22:58:0,-350206.44430600386,8237.47667309668,-503626.88219646364
2025-2-24 22:59:0,-350205.2025539344,8238.399608746433,-503626.3631122336
2025-2-24 22:59:0,-350206.97884952556,8238.886375598871,-503629.2538967356
2025-2-24 23:0:0,-350204.8586789509,8239.444153413438,-503627.57887185365
2025-2-24 23:0:0,-350207.2847154392,8237.036546066665,-503628.0289150849
2025-2-24 23:1:0,-350209.8593512913,8235.61674513694,-503630.5561703965
2025-2-24 23:1:0,-350206.75393414404,8237.500987164938,-503627.3701059148
2025-2-24 23:2:0,-350206.99171921145,8237.875186659658,-503627.59229085594
2025-2-24 23:2:0,-350207.0241092732,8237.119760789239,-503627.11733228713
2025-2-24 23:3:0,-350204.9718276849,8238.463248916232,-503625.8504082188
2025-2-24 23:21:0,5076442.705470282,3704482.466973158,2671695.7537570875
2025-2-24 23:21:0,5076442.736236343,3704483.158529717,2671694.92504498
2025-2-24 23:22:0,5076442.81723528,3704481.8764981576,2671696.2357831206
2025-2-24 23:22:0,5076442.721219495,3704483.2156292847,2671694.8797776103
2025-2-24 23:23:0,5076442.881247548,3704481.436105791,2671696.6211913936
2025-2-24 23:23:0,5076443.007026032,3704482.2573361336,2671695.494513195
2025-2-24 23:24:0,5076443.083360858,3704481.8768643974,2671695.734468002
2025-2-24 23:24:0,5076443.069184325,3704481.231898369,2671696.4906376675
2025-2-24 23:25:0,5076442.806316264,3704481.7884162874,2671696.3798191566
2025-2-24 23:25:0,5076443.067440718,3704481.6873683133,2671696.0382183176
2025-2-24 23:26:0,5076443.064199332,3704482.457403409,2671695.2182370573
2025-2-24 23:26:0,5076443.08315875,3704482.3328727274,2671695.323956633
2025-2-24 23:27:0,5076443.197827375,3704482.22781596,2671695.2377086114
2025-2-24 23:27:0,5076442.999204772,3704482.429678314,2671695.3653350435
2025-2-24 23:28:0,5076442.840198561,3704482.9726951164,2671695.010213569
2025-2-24 23:28:0,5076442.87509292,3704483.067853967,2671694.827117663
2025-2-24 23:29:0,5076442.909390667,3704483.360974017,2671694.415870592
2025-2-24 23:29:0,5076442.99162597,3704482.3420958235,2671695.406532593
2025-2-24 23:30:0,5076442.990009839,3704481.814708078,2671696.032356411
2025-2-24 23:30:0,5076443.19248965,3704482.3064229996,2671695.1280906256
2025-2-24 23:31:0,5076443.234445013,3704481.115066184,2671696.3767481335
2025-2-24 23:31:0,5076443.101116386,3704481.4933373346,2671696.189526951
2025-2-24 23:32:0,5076443.130706446,3704481.1182024074,2671696.54787194
2025-2-24 23:32:0,5076443.274721417,3704480.6173825287,2671696.843100164
2025-2-24 23:33:0,5076443.141949087,3704481.8514495282,2671695.7176626585
2025-2-24 23:33:0,5076443.06817604,3704482.1092220633,2671695.5761917587
2025-2-24 23:34:0,5076442.89664073,3704483.348207314,2671694.4449596666
2025-2-24 23:34:0,5076443.07045608,3704482.869936854,2671694.6339508556
2025-2-24 23:35:0,5076442.684797904,3704482.1586013515,2671696.161784116
2025-2-24 23:35:0,5076442.780652518,3704482.310573448,2671695.803686479
2025-2-24 23:36:0,5076442.885592947,3704480.60884848,2671697.5248087384
2025-2-24 23:36:0,5076442.604195947,3704482.8067414924,2671695.5365255196
2025-2-24 23:37:0,5076442.852774996,3704482.6431321767,2671695.328694228
2025-2-24 23:37:0,5076442.875060111,3704480.8475107043,2671697.278332323
2025-2-24 23:38:0,5076442.749734428,3704480.4062579493,2671697.9600941427
2025-2-24 23:38:0,5076442.590768358,3704481.301802155,2671697.252877904
2025-2-24 23:39:0,5076442.8384871315,3704483.9192628837,2671693.949400453
2025-2-24 23:39:0,5076442.842680128,3704484.4174133143,2671693.3560961764
